ano,mes,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,letalidade_violenta,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
2013,12,461,5,17,483,43,526,532,8207,408,195,4184,5667,436,523,6626,2893,420,661,117,1,2,11,122,,1108,11961,1498,2687,902,1290,,8189,14566,0,151,7,2678,1841,727,933,216,1867,2763,973,1131,37,7452,483,41,6,0,0,65609,3
2014,1,464,3,15,482,50,532,557,9050,555,194,4064,6625,473,662,7760,3206,489,774,126,6,4,9,121,0,1275,13770,1638,3268,938,1538,0,9880,17262,0,178,31,3017,2356,1160,1012,219,2342,3095,1091,1494,47,9034,628,66,3,0,0,75403,3
2014,2,482,5,16,503,56,559,543,8093,555,166,3787,6555,461,621,7637,3025,418,728,140,4,5,14,123,0,1167,13261,1484,3274,940,1349,0,8809,15856,0,154,18,2873,2126,904,1021,234,2167,3095,1114,1289,58,8049,520,63,3,1,0,69434,3
2014,3,510,5,10,525,46,571,544,8357,479,214,3938,7014,555,639,8208,2947,401,773,125,2,4,16,94,0,1141,13711,1640,4564,974,1577,0,9248,18003,1,175,17,2745,2046,871,1002,228,2355,3154,1077,1533,60,8154,563,59,2,5,0,72915,3
2014,4,449,1,17,467,37,504,559,7484,469,194,3638,6777,554,657,7988,3073,371,758,120,3,5,9,142,0,1239,13708,1498,2612,939,1124,0,8229,14402,0,129,14,2700,2161,885,1077,250,2426,3105,1001,1700,73,7440,532,41,3,1,0,67358,3
2014,5,444,3,8,455,53,508,505,6249,442,161,3941,7033,573,571,8177,3073,520,728,139,1,4,9,111,0,1168,13930,1510,2576,876,1153,0,8116,14231,0,163,17,2864,2086,900,975,251,2495,2884,817,1929,67,6689,451,32,3,2,0,66175,3
2014,6,377,1,18,396,45,441,503,7229,429,185,3831,6716,616,565,7897,2635,386,649,104,0,2,6,88,0,1046,12813,1391,2952,782,1198,0,8738,15061,0,134,13,2793,2040,923,912,235,2003,2704,735,1511,59,6843,447,25,3,2,0,65397,3
2014,7,370,4,14,388,57,445,439,6070,442,156,3573,7196,647,592,8435,2479,442,650,95,2,1,14,136,0,1110,13364,1456,3248,1023,1287,0,9338,16352,0,125,6,3146,2220,966,1013,286,2105,2741,798,2109,83,6376,429,38,2,2,0,67615,3
2014,8,373,4,9,386,45,431,419,6250,450,185,3964,6715,748,505,7968,2411,448,546,104,3,2,5,110,0,916,12513,1493,2364,970,1184,0,7670,13681,0,139,7,2871,2436,1113,1077,289,1995,2846,913,1674,52,6609,493,38,3,2,0,65097,3
2014,9,345,4,7,356,49,405,528,6884,482,153,4112,6478,759,533,7770,2270,481,512,76,1,6,2,114,0,885,12117,1341,2566,945,1302,0,7828,13982,0,152,9,3000,2480,1134,1122,280,1951,2862,942,2314,77,7125,510,55,2,1,0,67511,3
2014,10,375,3,11,389,45,434,542,7247,474,163,4014,6741,793,649,8183,2289,545,499,82,4,4,6,120,0,1095,12827,1429,2606,991,1310,0,8199,14535,0,184,8,3298,2344,1056,1118,215,1860,2900,1030,1651,61,7224,524,41,4,1,0,68540,3
2014,11,345,2,11,358,63,421,582,7044,472,156,3821,6248,820,609,7677,2413,602,524,97,2,2,6,117,0,1081,12521,1377,2660,894,1252,0,8024,14207,0,149,6,2824,2414,1112,1088,272,1671,2742,872,1685,76,6837,558,48,4,1,0,65986,3
2014,12,408,6,16,430,38,468,645,7604,427,153,3916,6363,759,711,7833,2830,787,601,97,0,5,4,139,0,1164,13460,1426,2834,872,1259,0,8377,14768,0,125,22,2639,2224,1039,1011,217,1857,2688,799,1290,58,7019,546,39,1,0,0,67296,3
2015,1,439,1,11,451,65,516,618,7747,485,166,3522,6928,915,702,8545,2874,735,666,105,2,4,3,110,0,1323,14367,1593,3396,832,1451,0,9082,16354,1,143,9,3171,2492,1101,1198,232,2328,2905,934,1496,58,7272,577,54,2,3,0,71617,3
2015,2,326,8,10,344,83,427,479,6757,346,134,2966,6421,906,499,7826,2494,507,562,78,3,4,10,136,0,1253,12873,1334,4975,776,1854,0,8365,17304,0,124,14,2378,2334,1048,1078,246,1969,2809,903,1431,57,6135,500,43,2,1,0,65058,3
2015,3,382,1,15,398,54,452,545,6795,439,144,3600,6145,904,586,7635,2861,548,609,106,2,3,13,165,0,1277,13219,1521,3368,988,1534,0,8311,15722,0,186,17,3266,2514,1068,1249,240,2310,3425,1010,1759,87,7088,593,55,13,3,0,69267,3
2015,4,339,4,21,364,59,423,490,6293,420,142,3358,5551,890,636,7077,2690,481,526,87,5,5,12,124,0,1140,12147,1321,2991,929,1383,0,7520,14144,1,154,13,2657,2252,894,1159,250,1968,3083,931,1958,57,6259,504,38,1,2,0,63077,3
2015,5,347,2,8,357,44,401,482,5844,354,159,3322,5416,916,643,6975,2451,559,525,83,3,1,5,147,0,1216,11965,1432,3256,951,1436,0,7759,14834,1,206,7,3019,2256,917,1177,206,2031,3094,806,1878,57,5992,520,44,4,4,1,64230,3
2015,6,272,2,16,290,44,334,477,5535,389,140,3369,4421,896,619,5936,2254,566,465,96,3,1,5,106,3,1243,10678,1333,2974,968,1514,5,7475,14269,0,192,10,2940,2134,845,1134,204,1768,3128,798,1676,57,5678,493,52,4,1,1,60357,3
2015,7,306,2,9,317,61,378,484,5711,427,146,3399,4844,964,602,6410,2425,542,595,96,1,3,8,98,24,1167,11369,1381,2856,852,1488,220,7484,14281,0,183,11,3146,2543,1122,1230,231,1905,3028,842,1802,83,5917,498,38,2,2,0,63135,3
2015,8,336,2,11,349,49,398,467,6268,436,154,3603,4825,1109,628,6562,2322,486,530,100,0,2,5,93,17,1173,11290,1390,2840,860,1632,170,7255,14147,0,191,10,2970,2461,1032,1273,201,1837,3136,885,1781,71,5993,487,45,1,0,0,63173,3
2015,9,351,0,6,357,58,415,598,6165,388,141,3304,4760,1195,793,6748,2417,536,561,91,2,2,8,125,21,1151,11662,1419,3138,889,2072,187,7776,15481,1,162,6,2760,2267,953,1151,204,1851,2864,872,1671,93,5914,592,48,8,2,0,63327,3
2015,10,380,2,10,392,52,444,410,6531,383,150,3400,5076,1073,719,6868,2500,661,514,109,1,3,3,106,19,1202,11986,1388,2734,896,1738,201,7237,14194,0,156,14,2959,2410,1055,1222,198,1848,2984,883,1724,100,6422,509,34,2,0,0,64029,3
2015,11,340,5,5,350,47,397,479,6774,405,156,3072,5410,1167,651,7228,2611,684,591,115,2,4,4,114,17,1189,12559,1455,2771,845,1552,149,7184,13956,0,193,7,3046,2213,898,1149,211,1925,2932,780,1649,97,6124,552,31,4,2,0,63006,3
2015,12,382,3,11,396,29,425,480,6956,415,152,3456,5640,1103,727,7470,3136,920,612,122,3,1,7,94,17,1436,13818,1377,3049,988,1533,154,8058,15159,0,138,15,3283,2213,1129,941,191,1923,2644,720,1377,77,6138,523,51,5,3,0,67080,3
2016,1,406,2,18,426,53,479,518,6317,407,174,2827,7209,1342,814,9365,3358,732,618,123,2,1,6,79,23,1366,15673,1515,3513,957,1741,147,8039,15912,0,137,5,3042,2249,935,1169,186,2341,2937,950,1372,86,5660,606,49,3,1,0,67980,3
2016,2,404,6,22,432,49,481,497,6570,329,139,2865,7753,1376,813,9942,3056,621,579,114,3,2,4,64,14,1754,16153,1456,4047,829,1804,168,8255,16559,0,118,6,2673,2092,815,1106,212,2103,3076,862,1443,86,5767,481,43,7,0,0,68785,3
2016,3,445,2,18,465,61,526,552,6356,380,111,2929,7455,1448,909,9812,3392,636,599,97,3,10,11,85,17,1532,16194,1409,2466,919,1514,173,7691,14172,0,195,6,3271,2287,843,1282,213,2499,3352,1020,1640,76,6167,501,59,6,4,0,68196,3
2016,4,475,1,15,491,78,569,549,5767,428,140,3056,6774,1456,896,9126,3259,727,575,107,2,2,8,57,13,1635,15511,1438,2074,849,1391,171,7110,13033,1,151,9,2936,2047,712,1171,198,2392,3133,887,1350,98,5317,468,36,1,3,1,63881,3
2016,5,369,4,16,389,84,473,480,5333,371,145,2869,7446,1447,1026,9919,3258,734,599,91,0,2,3,71,15,1729,16421,1541,2259,835,1322,197,7362,13516,0,141,7,3360,2125,765,1196,201,2417,3047,834,1525,95,4999,456,38,7,5,1,65276,3
2016,6,373,5,25,403,75,478,421,4677,368,122,2940,8000,1617,1114,10731,3310,698,517,120,3,3,5,44,19,1662,17112,1454,2212,831,1299,160,6778,12734,0,109,4,3097,1972,781,1055,192,2393,2911,834,1649,109,4981,427,43,1,1,0,64330,3
2016,7,368,8,15,391,74,465,482,5636,394,144,3019,7834,1681,1144,10659,3105,700,631,100,1,8,5,68,17,1539,16833,1300,2117,811,1370,148,7535,13281,2,126,3,3129,2221,925,1128,208,2399,2968,737,1551,124,5178,497,50,1,3,0,66294,3
2016,8,387,4,14,405,74,479,530,5368,390,159,3209,8032,1754,1173,10959,3041,759,642,103,1,2,7,67,13,1623,17217,1241,2509,956,1582,161,9502,15951,0,109,5,3484,2148,952,1045,190,2084,2910,780,1378,120,5239,437,41,1,7,0,69548,3
2016,9,425,3,19,447,88,535,478,5679,431,153,2864,8050,1805,1310,11165,3439,892,668,110,2,4,2,67,21,1693,18063,1281,2078,898,1554,193,7863,13867,1,128,3,3038,2057,869,1045,181,2365,2696,803,1172,90,5489,463,45,3,1,0,67474,3
2016,10,465,7,30,502,87,589,511,6366,412,171,2992,8957,1947,1526,12430,4181,944,645,110,3,3,8,60,18,1823,20225,1367,2058,839,1422,183,7834,13703,5,152,4,3279,1888,820,931,161,2480,2841,792,1099,76,5537,566,44,2,2,0,70271,3
2016,11,461,8,18,487,94,581,528,5705,392,142,2622,8676,1880,1611,12167,4111,1102,663,136,2,9,8,44,8,1971,20221,1394,1943,770,1332,146,7407,12992,1,127,10,2798,1901,718,1038,169,2712,2809,822,1082,95,5197,493,46,2,7,0,66725,3
2016,12,464,6,29,499,108,607,509,6249,403,183,2758,7632,1796,1395,10823,4186,1329,552,107,2,5,5,71,13,2065,19158,1363,1999,758,1243,166,7989,13518,2,120,7,2805,2029,824,1090,153,2505,3065,780,1070,88,5317,510,47,3,4,0,67282,3
2017,1,479,1,25,505,98,603,549,4700,409,155,1759,5133,1137,828,7098,4206,693,334,81,3,3,1,40,8,1754,14221,1357,1442,469,875,128,5803,10074,0,84,7,1727,1704,524,1066,143,3149,2860,762,944,121,3794,367,45,1,4,0,51390,3
2017,2,503,4,26,533,85,618,452,2521,324,170,848,2260,551,487,3298,4286,452,277,49,0,4,3,11,4,1330,9714,1310,663,167,527,39,3089,5795,0,49,8,717,1266,372,808,120,2307,2396,535,882,82,1409,236,39,1,1,0,31231,3
2017,3,498,6,28,532,123,655,449,3897,421,175,1396,6109,1937,1306,9352,5002,781,527,98,3,7,4,32,26,3661,19493,1428,1536,472,1346,158,8680,13620,3,131,1,1996,1706,488,1090,151,2932,3062,811,1425,93,3058,350,33,1,1,0,60412,3
2017,4,436,1,22,459,80,539,538,5659,363,184,2379,8543,2520,1591,12654,4891,1032,652,127,1,6,7,60,14,3484,22928,1289,1575,573,1281,204,7789,12711,4,132,7,2616,1814,620,1058,169,3481,2960,696,1354,114,4596,361,27,2,7,0,67962,3
2017,5,425,1,20,446,97,543,504,5190,419,188,2755,9669,2548,1616,13833,4596,1240,669,124,1,12,7,53,13,2655,23203,1302,1866,813,1410,243,8359,13993,1,156,17,3059,1862,610,1114,182,3522,2982,639,1443,128,4650,379,18,4,1,0,71895,3
2017,6,390,2,18,410,97,507,475,5010,394,172,2611,8534,2336,1379,12249,4551,982,619,129,2,6,3,67,13,2544,21165,1383,1655,701,1435,151,7361,12686,0,159,15,2782,1864,620,1088,191,3227,2718,606,1635,121,4576,406,23,2,1,1,67336,3
2017,7,374,1,23,398,63,461,421,5052,371,186,2618,8567,2468,1552,12587,4951,908,636,105,3,3,8,59,19,2569,21848,1206,1634,720,1418,168,7329,12475,0,128,11,2836,1791,719,956,155,3476,2722,601,1594,193,4524,404,23,1,5,0,67937,3
2017,8,397,4,16,417,70,487,528,5230,433,178,2576,8815,2417,1628,12860,4613,843,649,111,2,1,6,79,4,2638,21806,1318,1754,757,1340,183,7768,13120,0,145,11,2988,1887,725,1016,182,3494,2833,623,1818,222,4701,420,42,5,2,1,70380,3
2017,9,458,2,12,472,106,578,479,5643,457,176,2607,7683,2215,1273,11171,4316,677,535,109,0,3,3,82,14,2555,19465,1281,1874,782,1756,183,7799,13675,0,137,6,2729,1852,723,1009,163,2958,2897,721,1578,175,4806,429,30,2,1,2,67396,3
2017,10,486,7,17,510,98,608,550,6132,503,181,2538,7450,2243,1194,10887,4266,901,625,104,1,3,5,63,14,2570,19439,1321,1578,750,1536,147,7710,13042,0,118,7,2960,1887,734,1007,174,3184,2754,555,1516,150,5359,470,38,3,1,0,68003,3
2017,11,455,6,16,477,125,602,547,5506,473,155,2330,6835,2032,1268,10135,4197,937,576,111,3,5,6,68,7,2698,18743,1300,1781,682,1462,160,6754,12139,0,125,10,2669,1894,720,1034,163,3056,2658,535,1369,145,4777,409,34,2,3,0,63950,3
2017,12,445,4,14,463,85,548,509,6015,385,192,2455,6395,1976,1151,9522,4491,1153,501,110,3,7,3,76,10,2536,18412,1213,1805,655,1241,160,6886,11960,0,93,11,2393,1785,727,927,178,2844,2513,461,1342,123,4785,400,25,1,4,0,62715,3
2018,1,468,6,23,497,157,654,607,5575,409,164,2093,7810,2044,1070,10924,5286,977,596,108,3,10,4,68,17,2935,20928,1264,2263,675,1425,139,7420,13186,0,123,12,2815,1793,626,1024,175,3695,2788,567,1000,149,4834,453,44,1,5,1,67683,3
2018,2,441,5,21,467,102,569,494,5087,446,129,1793,7268,2154,1011,10433,4792,742,552,113,1,5,1,65,4,2976,19684,1159,2327,548,1578,116,6691,12419,0,107,12,2137,1588,572,913,132,3292,2505,503,1206,151,4261,334,41,0,2,0,61383,3
2018,3,508,6,20,534,109,643,553,5473,452,171,2308,7638,2183,1385,11206,5358,918,638,115,2,5,9,52,8,2729,21040,1249,1623,743,1224,150,6557,11546,0,136,4,2654,1744,673,950,152,3450,2795,577,1347,109,4962,428,33,1,4,0,66035,3
2018,4,476,2,14,492,101,593,491,5299,428,176,2410,7596,2101,1352,11049,4656,892,665,104,1,5,8,67,13,2517,19977,1346,1596,748,1146,149,6522,11507,0,101,17,2659,1857,718,992,172,3444,2937,581,1297,147,4706,370,26,0,1,0,64527,3
2018,5,423,2,13,438,145,583,535,5157,452,158,2354,8034,2294,1501,11829,4382,752,631,105,2,7,7,94,14,2783,20606,1361,1610,783,1173,181,7008,12116,0,145,7,3159,1966,691,1119,184,3148,3071,582,1430,210,4669,373,45,5,3,0,66922,3
2018,6,375,6,11,392,155,547,571,4983,440,195,2175,7735,2247,1346,11328,4014,755,525,111,1,7,4,80,16,2654,19495,1278,1467,690,1229,156,6401,11221,0,133,11,2885,1809,610,1066,167,2422,2911,578,1268,228,4423,413,30,2,1,1,62142,3
2018,7,410,6,9,425,130,555,546,5223,419,153,2361,7488,2196,1312,10996,3518,731,503,94,1,1,6,58,12,2321,18241,1294,1653,649,1366,137,6580,11679,2,127,8,3226,1880,662,1082,170,2478,2741,607,1387,190,4587,387,26,6,3,1,62689,3
2018,8,360,6,13,379,176,555,535,4655,433,157,2267,7261,2170,1400,10831,3910,673,535,109,2,2,4,62,12,2620,18760,1398,1553,733,1302,162,6944,12092,0,149,12,3615,1994,694,1141,201,3368,3050,587,1727,260,4532,377,24,4,2,0,65797,3
2018,9,382,7,14,403,108,511,509,5344,489,157,2504,6756,2182,1275,10213,4053,578,463,103,1,1,9,160,16,2385,17982,1339,1419,655,1173,161,6686,11433,0,146,5,2809,1959,747,1062,183,2625,2798,470,1633,190,4666,386,17,1,4,0,62376,3
2018,10,383,2,11,396,127,523,491,5472,488,153,2382,7360,2477,1441,11278,4242,651,454,95,1,8,9,83,18,2308,19147,1428,1597,735,1368,206,7036,12370,0,143,8,2959,1735,666,939,165,3176,2727,515,1105,171,4877,427,16,2,1,1,65589,3
2018,11,378,3,12,393,136,529,463,5277,424,153,2283,7017,2346,1384,10747,4074,725,441,84,5,3,6,79,16,2363,18543,1325,1560,737,1357,176,6963,12118,1,121,4,2879,1716,664,931,160,2848,2754,489,1233,259,4657,410,24,2,1,0,63281,3
2018,12,346,5,13,364,88,452,447,5737,430,191,2590,6459,2144,1183,9786,3812,788,434,108,1,4,16,73,13,2168,17203,1353,1772,620,1377,168,6893,12183,1,123,7,2696,1585,640,815,165,2502,2471,490,1147,217,4835,422,24,3,1,0,62043,3
2019,1,386,2,15,403,159,562,577,6423,459,157,2334,7454,2414,1328,11196,3785,740,431,116,2,7,6,88,19,2365,18755,1415,2058,720,1581,168,7992,13934,0,129,6,3125,2021,792,1077,201,2810,2915,540,1266,236,5902,447,31,4,2,0,69609,3
2019,2,323,5,8,336,145,481,450,5210,440,157,2045,7000,2111,1356,10467,3554,645,411,116,4,1,14,60,14,2124,17410,1344,1889,685,1613,158,7315,13004,0,144,7,3089,2090,798,1126,202,2556,3072,559,1392,235,4904,351,37,4,4,0,64967,3
2019,3,344,5,11,360,132,492,590,5902,469,160,2157,7734,2626,1532,11892,3775,638,497,95,1,4,5,88,16,2547,19558,1364,2757,634,1889,202,8549,15395,0,159,6,3004,1941,740,1053,181,2470,3026,618,1392,306,5571,407,29,2,2,0,72100,3
2019,4,360,1,11,372,124,496,466,5573,483,172,2182,7031,2424,1585,11040,3755,667,502,124,2,4,10,82,23,2245,18454,1244,1519,607,1318,211,7633,12532,0,151,11,3260,1909,745,1021,187,2624,3128,497,1648,350,5310,408,22,3,1,0,67797,3
2019,5,345,2,15,362,172,534,478,4958,465,145,2304,7332,2427,1625,11384,3649,710,514,93,1,3,9,87,7,2216,18673,1480,1475,715,1423,220,7711,13024,0,147,7,3498,2034,735,1133,199,2450,3169,527,1771,248,5068,390,20,1,0,0,68336,3
2019,6,332,3,8,343,153,496,436,4769,414,152,2481,6077,2187,1287,9551,3115,599,382,85,1,4,19,83,9,1984,15832,1251,1443,630,1345,189,7224,12082,0,133,6,3029,1854,763,976,158,2041,2848,467,1585,233,4497,403,20,1,3,0,61202,3
2019,7,313,5,13,331,195,526,396,4739,402,150,2323,6636,2226,1208,10070,3197,691,385,72,1,0,12,97,16,2113,16654,1353,1570,746,1391,230,7632,12922,0,135,12,3628,1861,709,996,187,2355,2907,490,1856,267,4678,400,32,7,0,0,65817,3
2019,8,320,1,6,327,173,500,455,4759,460,162,2431,6452,2244,1194,9890,3181,587,432,103,1,1,9,98,17,1796,16115,1361,1568,674,1534,185,7280,12602,0,132,12,3546,1862,668,1067,171,2081,3114,476,2028,265,4662,367,27,8,2,0,65285,3
2019,9,310,6,7,323,154,477,344,4795,482,158,2350,5794,2067,996,8857,2613,467,363,80,0,2,9,80,20,1445,13936,1194,1341,598,1454,211,6839,11637,0,157,7,3344,1773,699,942,157,1903,2781,464,1987,247,4789,399,19,13,4,0,59844,3
2019,10,321,4,4,329,146,475,427,5712,532,186,2368,6301,2207,1111,9619,3028,582,364,95,0,7,9,87,18,1739,15548,1198,1541,701,1892,239,7584,13155,0,152,14,4182,1910,766,1008,168,1813,2937,538,1791,282,5302,425,17,3,3,0,65855,3
2019,11,320,3,14,337,137,474,380,5402,423,191,2255,5442,2025,1103,8570,2979,521,356,63,0,3,8,105,13,1718,14336,1161,1528,630,1483,233,6979,12014,0,115,6,3903,1771,758,876,169,1705,2729,478,1613,221,4949,391,21,3,0,0,60902,3
2019,12,330,8,5,343,124,467,410,5413,421,189,2398,5076,1830,1029,7935,3118,609,368,88,7,1,11,116,17,1773,14043,1230,1564,584,1420,224,7199,12221,2,107,7,3645,1723,831,817,106,2055,2593,402,1132,222,4676,380,23,2,1,0,59808,3
2020,1,358,4,8,370,156,526,448,5369,398,145,1936,6194,2188,1181,9563,3246,577,414,74,1,5,6,99,29,1852,15866,1365,2118,582,1744,278,8562,14649,0,98,9,3950,1720,734,877,140,2128,2857,482,1335,265,4942,400,36,1,2,0,65718,3
2020,2,326,2,10,338,164,502,421,5408,420,153,1890,5692,2065,1298,9055,2925,418,382,61,2,7,4,81,12,1555,14502,1182,2133,568,2270,231,7328,13712,0,103,10,3547,1738,776,877,111,1788,2883,431,1190,243,4643,378,39,2,1,0,62850,3
2020,3,374,2,9,385,115,500,361,4069,367,130,1248,4400,1541,984,6925,2449,365,308,71,0,7,5,93,18,1720,11961,1114,1210,394,1139,180,6752,10789,0,99,16,3086,1469,558,814,128,1526,2543,385,914,180,3243,272,16,0,2,0,49816,3
2020,4,312,5,5,322,179,501,324,2722,241,133,584,2533,984,489,4006,1846,337,169,56,2,4,1,53,13,1406,7893,922,283,105,305,106,4001,5722,0,95,9,2594,1436,428,918,123,1114,2452,410,544,2,2216,178,26,3,1,0,32814,3
2020,5,273,0,6,279,130,409,291,2429,261,130,684,2451,942,420,3813,1586,455,169,46,2,8,2,44,5,1185,7315,904,255,108,356,84,4266,5973,0,85,7,3572,1581,535,935,140,991,2169,314,687,6,2301,181,16,4,0,1,35003,3
2020,6,259,2,2,263,34,297,307,3156,394,143,882,2849,951,580,4380,1743,404,199,38,0,5,8,49,15,1079,7920,954,331,172,371,80,4797,6705,0,93,12,5210,1502,592,818,131,1060,2145,308,763,8,2827,210,20,1,3,0,41912,3
2020,7,257,4,7,268,52,320,377,3934,382,165,1526,3848,1345,846,6039,1817,544,228,77,0,6,16,72,13,1362,10174,1061,582,257,630,103,5852,8485,0,133,13,6058,1844,822,895,160,1207,2612,345,1331,12,3660,238,18,3,1,0,51242,3
2020,8,261,2,12,275,51,326,354,4213,459,162,1702,3481,1252,659,5392,1791,415,243,42,2,5,4,74,15,1190,9173,1107,702,343,746,129,5755,8782,0,118,3,4592,2050,1009,917,172,1283,2915,343,1512,35,4102,275,29,4,0,2,50348,3
2020,9,239,3,7,249,54,303,343,4560,481,171,1675,3567,1319,582,5468,1742,323,294,61,0,4,2,57,27,1146,9124,1065,698,379,823,132,5888,8985,1,105,5,4086,1984,974,890,150,1173,2497,455,1059,37,4094,297,22,1,0,0,48732,3
2020,10,274,2,5,281,145,426,405,4602,452,168,1841,3971,1283,768,6022,1899,358,289,49,0,0,6,51,15,1239,9928,1058,813,431,1005,157,5864,9328,0,105,11,4593,2019,972,910,173,1212,2787,369,993,37,4194,297,24,4,2,0,50772,2
2020,11,324,2,8,334,80,414,400,4620,467,173,1780,3763,1301,707,5771,2083,331,273,71,1,2,7,64,12,1294,9909,1052,837,395,1017,148,5402,8851,1,107,7,3723,1738,803,820,147,1273,2629,381,642,37,4055,316,19,3,1,1,47940,2
2020,12,279,2,8,289,79,368,322,4672,424,186,1656,3544,1273,715,5532,2300,459,324,75,0,4,6,68,24,1368,10160,1111,807,318,1018,157,5508,8919,0,112,5,3541,1709,784,827,133,1190,2673,360,906,40,4116,308,20,0,1,1,47842,2
2021,1,361,2,13,376,149,525,479,5325,469,168,1666,4003,1410,1023,6436,2332,363,297,91,0,10,6,70,41,1413,11059,1183,850,355,1100,160,5704,9352,0,114,5,3906,1823,796,909,153,1303,2924,444,808,50,4857,383,35,4,0,0,52352,2
